nuts1_region,country_code,trust_index,voting_behavior_manifest,radical_right_vote,immigrants_impact_country,educ_attainment,gender,age,delta_nuts1_gdp_percap_pps_pct_eu_avg_5yr,delta_nuts1_unemployment_rate_5yr,delta_nuts1_net_migration_2yr,cluster_k6
ES1,ES,5.0,Valid Party Vote,0.0,5.0,5.0,1,46.0,-2,-3.6999998,5.6,2
ES4,ES,3.0,Valid Party Vote,0.0,2.0,1.0,1,63.0,-1,-5.799999,6.8,2
ES4,ES,0.0,Valid Party Vote,0.0,0.0,1.0,1,77.0,-1,-5.799999,6.8,2
ES6,ES,2.6666666666666665,Valid Party Vote,0.0,8.0,7.0,0,61.0,-3,-6.0,6.6000004,2
ES5,ES,3.0,Valid Party Vote,0.0,5.0,5.0,0,33.0,-8,-3.8000002,15.400001,2
ES6,ES,4.0,Valid Party Vote,0.0,5.0,3.0,0,24.0,-3,-6.0,6.6000004,2
ES7,ES,0.0,Refuse to Say,,2.0,2.0,0,42.0,-7,-5.8999996,10.599999,2
ES3,ES,8.0,Ineligible / Not Applicable,,5.0,2.0,1,18.0,-8,-2.1000004,15.5,2
ES4,ES,7.0,Valid Party Vote,0.0,5.0,1.0,0,81.0,-1,-5.799999,6.8,2
ES5,ES,5.666666666666667,Valid Party Vote,0.0,5.0,1.0,0,50.0,-8,-3.8000002,15.400001,2
ES6,ES,2.6666666666666665,Ineligible / Not Applicable,,5.0,7.0,0,26.0,-3,-6.0,6.6000004,2
ES5,ES,6.666666666666667,Valid Party Vote,0.0,5.0,2.0,0,50.0,-8,-3.8000002,15.400001,2
ES2,ES,1.6666666666666667,Ineligible / Not Applicable,,10.0,2.0,0,59.0,-5,-2.0,7.5,3
ES3,ES,5.666666666666667,Valid Party Vote,0.0,6.0,3.0,0,68.0,-8,-2.1000004,15.5,2
ES4,ES,6.333333333333333,Ineligible / Not Applicable,,6.0,1.0,0,16.0,-1,-5.799999,6.8,2
ES5,ES,1.0,Valid Party Vote,0.0,6.0,5.0,0,61.0,-8,-3.8000002,15.400001,2
ES6,ES,4.0,Refuse to Say,,5.0,1.0,1,60.0,-3,-6.0,6.6000004,2
ES3,ES,2.3333333333333335,Ineligible / Not Applicable,,2.0,5.0,1,34.0,-8,-2.1000004,15.5,2
ES3,ES,5.0,Valid Party Vote,0.0,9.0,7.0,1,63.0,-8,-2.1000004,15.5,2
ES6,ES,5.333333333333333,Valid Party Vote,0.0,7.0,5.0,0,45.0,-3,-6.0,6.6000004,2
ES5,ES,4.333333333333333,Valid Party Vote,0.0,5.0,2.0,1,51.0,-8,-3.8000002,15.400001,2
ES6,ES,2.6666666666666665,Valid Party Vote,0.0,5.0,5.0,1,43.0,-3,-6.0,6.6000004,2
ES4,ES,2.5,Valid Party Vote,0.0,5.0,1.0,1,69.0,-1,-5.799999,6.8,2
ES4,ES,5.0,Valid Party Vote,0.0,6.0,4.0,0,67.0,-1,-5.799999,6.8,2
ES2,ES,4.0,Refuse to Say,,6.0,4.0,1,48.0,-5,-2.0,7.5,3
ES3,ES,8.333333333333334,Ineligible / Not Applicable,,9.0,7.0,0,45.0,-8,-2.1000004,15.5,2
ES2,ES,3.6666666666666665,Valid Party Vote,1.0,0.0,6.0,0,71.0,-5,-2.0,7.5,3
ES6,ES,7.333333333333333,Valid Party Vote,0.0,10.0,7.0,1,40.0,-3,-6.0,6.6000004,2
ES5,ES,6.0,Valid Party Vote,0.0,8.0,3.0,0,37.0,-8,-3.8000002,15.400001,2
ES1,ES,0.0,Ineligible / Not Applicable,,3.0,1.0,1,84.0,-2,-3.6999998,5.6,2
ES2,ES,4.333333333333333,Valid Party Vote,0.0,8.0,3.0,0,65.0,-5,-2.0,7.5,3
ES4,ES,3.0,Valid Party Vote,0.0,6.0,1.0,1,64.0,-1,-5.799999,6.8,2
ES6,ES,4.333333333333333,Valid Party Vote,0.0,5.0,2.0,0,19.0,-3,-6.0,6.6000004,2
ES1,ES,1.6666666666666667,Ineligible / Not Applicable,,6.0,3.0,1,24.0,-2,-3.6999998,5.6,2
ES3,ES,1.3333333333333333,Valid Party Vote,0.0,4.0,3.0,1,55.0,-8,-2.1000004,15.5,2
ES5,ES,1.3333333333333333,Valid Party Vote,1.0,7.0,5.0,1,45.0,-8,-3.8000002,15.400001,2
ES5,ES,0.6666666666666666,Ineligible / Not Applicable,,0.0,2.0,0,19.0,-8,-3.8000002,15.400001,2
ES5,ES,0.6666666666666666,Valid Party Vote,0.0,5.0,1.0,1,67.0,-8,-3.8000002,15.400001,2
ES7,ES,5.333333333333333,Ineligible / Not Applicable,,5.0,,1,41.0,-7,-5.8999996,10.599999,2
ES3,ES,8.333333333333334,Ineligible / Not Applicable,,9.0,3.0,1,19.0,-8,-2.1000004,15.5,2
ES6,ES,6.0,Valid Party Vote,0.0,10.0,6.0,0,62.0,-3,-6.0,6.6000004,2
ES1,ES,5.333333333333333,Valid Party Vote,0.0,6.0,2.0,0,60.0,-2,-3.6999998,5.6,2
ES1,ES,6.333333333333333,Valid Party Vote,0.0,7.0,5.0,0,76.0,-2,-3.6999998,5.6,2
ES6,ES,1.3333333333333333,Ineligible / Not Applicable,,1.0,2.0,0,19.0,-3,-6.0,6.6000004,2
ES6,ES,3.0,Valid Party Vote,0.0,3.0,5.0,0,61.0,-3,-6.0,6.6000004,2
ES1,ES,6.0,Valid Party Vote,0.0,8.0,7.0,1,62.0,-2,-3.6999998,5.6,2
ES6,ES,3.0,Valid Party Vote,0.0,5.0,2.0,1,63.0,-3,-6.0,6.6000004,2
ES6,ES,6.333333333333333,Ineligible / Not Applicable,,10.0,1.0,1,54.0,-3,-6.0,6.6000004,2
ES7,ES,3.6666666666666665,Valid Party Vote,1.0,2.0,5.0,1,45.0,-7,-5.8999996,10.599999,2
ES5,ES,3.6666666666666665,Ineligible / Not Applicable,,6.0,3.0,0,34.0,-8,-3.8000002,15.400001,2
ES3,ES,6.333333333333333,Valid Party Vote,0.0,10.0,7.0,0,55.0,-8,-2.1000004,15.5,2
ES5,ES,8.0,Ineligible / Not Applicable,,7.0,2.0,1,27.0,-8,-3.8000002,15.400001,2
ES5,ES,3.3333333333333335,Valid Party Vote,0.0,5.0,1.0,1,76.0,-8,-3.8000002,15.400001,2
ES3,ES,4.0,Blank Ballot,,6.0,1.0,1,20.0,-8,-2.1000004,15.5,2
ES1,ES,4.0,Ineligible / Not Applicable,,5.0,2.0,0,21.0,-2,-3.6999998,5.6,2
ES6,ES,6.0,Valid Party Vote,0.0,7.0,1.0,1,78.0,-3,-6.0,6.6000004,2
ES2,ES,3.3333333333333335,Valid Party Vote,0.0,7.0,6.0,0,36.0,-5,-2.0,7.5,3
ES5,ES,3.3333333333333335,Refuse to Say,,5.0,1.0,1,81.0,-8,-3.8000002,15.400001,2
ES3,ES,6.666666666666667,Ineligible / Not Applicable,,5.0,2.0,0,18.0,-8,-2.1000004,15.5,2
ES3,ES,8.0,Valid Party Vote,0.0,8.0,3.0,1,59.0,-8,-2.1000004,15.5,2
ES3,ES,5.333333333333333,Valid Party Vote,0.0,7.0,6.0,0,60.0,-8,-2.1000004,15.5,2
ES3,ES,0.0,Ineligible / Not Applicable,,8.0,2.0,0,24.0,-8,-2.1000004,15.5,2
ES3,ES,5.666666666666667,Ineligible / Not Applicable,,7.0,1.0,0,63.0,-8,-2.1000004,15.5,2
ES7,ES,5.666666666666667,Valid Party Vote,0.0,6.0,1.0,1,71.0,-7,-5.8999996,10.599999,2
ES4,ES,5.0,Valid Party Vote,0.0,5.0,1.0,1,66.0,-1,-5.799999,6.8,2
ES4,ES,2.5,Valid Party Vote,0.0,5.0,1.0,0,72.0,-1,-5.799999,6.8,2
ES7,ES,6.666666666666667,Valid Party Vote,0.0,5.0,,1,65.0,-7,-5.8999996,10.599999,2
ES5,ES,6.333333333333333,Valid Party Vote,0.0,5.0,3.0,0,90.0,-8,-3.8000002,15.400001,2
ES4,ES,5.333333333333333,Valid Party Vote,1.0,4.0,2.0,0,53.0,-1,-5.799999,6.8,2
ES3,ES,4.333333333333333,Ineligible / Not Applicable,,3.0,3.0,0,17.0,-8,-2.1000004,15.5,2
ES3,ES,1.6666666666666667,Valid Party Vote,0.0,7.0,2.0,0,74.0,-8,-2.1000004,15.5,2
ES6,ES,7.0,Ineligible / Not Applicable,,9.0,7.0,1,41.0,-3,-6.0,6.6000004,2
ES2,ES,1.6666666666666667,Valid Party Vote,0.0,6.0,7.0,1,58.0,-5,-2.0,7.5,3
ES6,ES,5.333333333333333,Valid Party Vote,0.0,7.0,5.0,0,25.0,-3,-6.0,6.6000004,2
ES4,ES,3.3333333333333335,Valid Party Vote,0.0,6.0,5.0,1,48.0,-1,-5.799999,6.8,2
ES3,ES,4.333333333333333,Valid Party Vote,0.0,1.0,7.0,1,50.0,-8,-2.1000004,15.5,2
ES3,ES,6.0,Valid Party Vote,0.0,7.0,7.0,1,26.0,-8,-2.1000004,15.5,2
ES6,ES,6.0,Refuse to Say,,1.0,2.0,1,65.0,-3,-6.0,6.6000004,2
ES6,ES,7.0,Ineligible / Not Applicable,,8.0,7.0,0,57.0,-3,-6.0,6.6000004,2
ES6,ES,1.3333333333333333,Refuse to Say,,3.0,1.0,0,24.0,-3,-6.0,6.6000004,2
ES1,ES,7.333333333333333,Valid Party Vote,0.0,9.0,5.0,0,78.0,-2,-3.6999998,5.6,2
ES5,ES,0.0,Valid Party Vote,0.0,4.0,6.0,1,26.0,-8,-3.8000002,15.400001,2
ES4,ES,5.333333333333333,Valid Party Vote,0.0,8.0,2.0,0,65.0,-1,-5.799999,6.8,2
ES7,ES,7.0,Valid Party Vote,0.0,6.0,5.0,1,68.0,-7,-5.8999996,10.599999,2
ES3,ES,5.0,Refuse to Say,,,7.0,1,43.0,-8,-2.1000004,15.5,2
ES5,ES,4.0,Ineligible / Not Applicable,,6.0,2.0,1,17.0,-8,-3.8000002,15.400001,2
ES6,ES,0.0,Refuse to Say,,7.0,2.0,0,52.0,-3,-6.0,6.6000004,2
ES3,ES,6.0,Valid Party Vote,0.0,7.0,3.0,0,63.0,-8,-2.1000004,15.5,2
ES6,ES,5.666666666666667,Blank Ballot,,7.0,7.0,1,48.0,-3,-6.0,6.6000004,2
ES1,ES,2.0,Refuse to Say,,5.0,2.0,0,62.0,-2,-3.6999998,5.6,2
ES6,ES,7.0,Ineligible / Not Applicable,,7.0,1.0,1,75.0,-3,-6.0,6.6000004,2
ES3,ES,7.0,Ineligible / Not Applicable,,8.0,3.0,0,47.0,-8,-2.1000004,15.5,2
ES5,ES,7.0,Ineligible / Not Applicable,,7.0,2.0,0,16.0,-8,-3.8000002,15.400001,2
ES3,ES,4.0,Ineligible / Not Applicable,,7.0,7.0,1,30.0,-8,-2.1000004,15.5,2
ES4,ES,3.3333333333333335,Valid Party Vote,0.0,5.0,5.0,0,48.0,-1,-5.799999,6.8,2
ES3,ES,3.6666666666666665,Valid Party Vote,1.0,8.0,7.0,0,47.0,-8,-2.1000004,15.5,2
ES1,ES,3.0,Valid Party Vote,0.0,5.0,7.0,1,43.0,-2,-3.6999998,5.6,2
ES2,ES,4.0,Ineligible / Not Applicable,,5.0,6.0,1,75.0,-5,-2.0,7.5,3
ES1,ES,6.666666666666667,Valid Party Vote,0.0,7.0,5.0,1,29.0,-2,-3.6999998,5.6,2
ES4,ES,1.3333333333333333,Valid Party Vote,0.0,3.0,1.0,1,79.0,-1,-5.799999,6.8,2
ES5,ES,1.6666666666666667,Ineligible / Not Applicable,,5.0,3.0,1,73.0,-8,-3.8000002,15.400001,2
ES4,ES,5.666666666666667,Valid Party Vote,0.0,5.0,7.0,0,38.0,-1,-5.799999,6.8,2
ES5,ES,5.333333333333333,Valid Party Vote,0.0,8.0,2.0,0,62.0,-8,-3.8000002,15.400001,2
ES5,ES,1.3333333333333333,Valid Party Vote,0.0,5.0,6.0,1,46.0,-8,-3.8000002,15.400001,2
ES5,ES,1.3333333333333333,Valid Party Vote,0.0,0.0,5.0,0,62.0,-8,-3.8000002,15.400001,2
ES4,ES,2.0,Ineligible / Not Applicable,,4.0,1.0,1,84.0,-1,-5.799999,6.8,2
ES6,ES,5.0,Valid Party Vote,1.0,7.0,2.0,0,23.0,-3,-6.0,6.6000004,2
ES6,ES,2.6666666666666665,Valid Party Vote,0.0,5.0,2.0,0,54.0,-3,-6.0,6.6000004,2
ES1,ES,5.666666666666667,Valid Party Vote,0.0,9.0,3.0,1,44.0,-2,-3.6999998,5.6,2
ES1,ES,3.3333333333333335,Valid Party Vote,0.0,7.0,2.0,0,84.0,-2,-3.6999998,5.6,2
ES5,ES,1.6666666666666667,Ineligible / Not Applicable,,7.0,3.0,1,60.0,-8,-3.8000002,15.400001,2
ES1,ES,5.333333333333333,Valid Party Vote,0.0,8.0,1.0,1,80.0,-2,-3.6999998,5.6,2
ES6,ES,7.0,Valid Party Vote,0.0,8.0,7.0,1,42.0,-3,-6.0,6.6000004,2
ES6,ES,5.333333333333333,Valid Party Vote,0.0,7.0,7.0,1,66.0,-3,-6.0,6.6000004,2
ES1,ES,3.0,Valid Party Vote,0.0,6.0,3.0,1,48.0,-2,-3.6999998,5.6,2
ES3,ES,7.0,Valid Party Vote,0.0,8.0,4.0,0,45.0,-8,-2.1000004,15.5,2
ES6,ES,9.0,Ineligible / Not Applicable,,8.0,2.0,1,46.0,-3,-6.0,6.6000004,2
ES1,ES,2.6666666666666665,Ineligible / Not Applicable,,5.0,6.0,1,63.0,-2,-3.6999998,5.6,2
ES1,ES,5.0,Valid Party Vote,0.0,5.0,2.0,1,,-2,-3.6999998,5.6,2
ES6,ES,6.666666666666667,Valid Party Vote,0.0,6.0,3.0,0,56.0,-3,-6.0,6.6000004,2
ES1,ES,1.3333333333333333,Valid Party Vote,0.0,9.0,3.0,0,48.0,-2,-3.6999998,5.6,2
ES5,ES,2.0,Valid Party Vote,0.0,,3.0,1,48.0,-8,-3.8000002,15.400001,2
ES6,ES,6.666666666666667,Valid Party Vote,0.0,7.0,3.0,0,21.0,-3,-6.0,6.6000004,2
ES2,ES,4.666666666666667,Valid Party Vote,0.0,5.0,7.0,1,45.0,-5,-2.0,7.5,3
ES4,ES,,Ineligible / Not Applicable,,5.0,2.0,1,17.0,-1,-5.799999,6.8,2
ES1,ES,7.0,Refuse to Say,,8.0,7.0,1,71.0,-2,-3.6999998,5.6,2
ES4,ES,1.0,Valid Party Vote,0.0,5.0,2.0,0,61.0,-1,-5.799999,6.8,2
ES5,ES,0.0,Ineligible / Not Applicable,,8.0,7.0,0,54.0,-8,-3.8000002,15.400001,2
ES6,ES,2.6666666666666665,Valid Party Vote,0.0,6.0,1.0,1,77.0,-3,-6.0,6.6000004,2
ES1,ES,6.666666666666667,Ineligible / Not Applicable,,5.0,2.0,1,63.0,-2,-3.6999998,5.6,2
ES4,ES,7.0,Ineligible / Not Applicable,,10.0,2.0,1,42.0,-1,-5.799999,6.8,2
ES3,ES,2.0,Refuse to Say,,4.0,2.0,0,40.0,-8,-2.1000004,15.5,2
ES3,ES,7.666666666666667,Refuse to Say,,7.0,3.0,1,21.0,-8,-2.1000004,15.5,2
ES5,ES,5.0,Refuse to Say,,7.0,7.0,0,51.0,-8,-3.8000002,15.400001,2
ES5,ES,4.666666666666667,Valid Party Vote,0.0,3.0,1.0,0,74.0,-8,-3.8000002,15.400001,2
ES1,ES,4.333333333333333,Valid Party Vote,0.0,10.0,3.0,0,87.0,-2,-3.6999998,5.6,2
ES2,ES,4.666666666666667,Ineligible / Not Applicable,,7.0,6.0,1,44.0,-5,-2.0,7.5,3
ES2,ES,5.0,Ineligible / Not Applicable,,8.0,2.0,0,32.0,-5,-2.0,7.5,3
ES5,ES,1.6666666666666667,Valid Party Vote,0.0,2.0,6.0,0,45.0,-8,-3.8000002,15.400001,2
ES3,ES,5.333333333333333,Valid Party Vote,0.0,8.0,7.0,0,25.0,-8,-2.1000004,15.5,2
ES6,ES,2.6666666666666665,Valid Party Vote,0.0,2.0,1.0,0,80.0,-3,-6.0,6.6000004,2
ES2,ES,2.3333333333333335,Valid Party Vote,0.0,8.0,6.0,0,75.0,-5,-2.0,7.5,3
ES5,ES,5.0,Ineligible / Not Applicable,,,1.0,0,45.0,-8,-3.8000002,15.400001,2
ES2,ES,1.3333333333333333,Ineligible / Not Applicable,,2.0,6.0,0,30.0,-5,-2.0,7.5,3
ES3,ES,2.0,Ineligible / Not Applicable,,5.0,2.0,0,27.0,-8,-2.1000004,15.5,2
ES3,ES,6.333333333333333,Ineligible / Not Applicable,,7.0,7.0,1,61.0,-8,-2.1000004,15.5,2
ES5,ES,3.0,Valid Party Vote,0.0,8.0,6.0,1,70.0,-8,-3.8000002,15.400001,2
ES3,ES,6.0,Valid Party Vote,0.0,6.0,2.0,0,50.0,-8,-2.1000004,15.5,2
ES5,ES,3.3333333333333335,Valid Party Vote,0.0,5.0,7.0,0,67.0,-8,-3.8000002,15.400001,2
ES5,ES,1.0,Ineligible / Not Applicable,,7.0,6.0,0,51.0,-8,-3.8000002,15.400001,2
ES3,ES,1.0,Valid Party Vote,0.0,3.0,2.0,0,74.0,-8,-2.1000004,15.5,2
ES5,ES,0.6666666666666666,Ineligible / Not Applicable,,3.0,4.0,1,40.0,-8,-3.8000002,15.400001,2
ES6,ES,4.0,Valid Party Vote,1.0,4.0,3.0,0,21.0,-3,-6.0,6.6000004,2
ES5,ES,3.0,Valid Party Vote,0.0,7.0,2.0,1,49.0,-8,-3.8000002,15.400001,2
ES1,ES,4.666666666666667,Ineligible / Not Applicable,,5.0,1.0,1,26.0,-2,-3.6999998,5.6,2
ES2,ES,3.6666666666666665,Valid Party Vote,0.0,8.0,6.0,0,58.0,-5,-2.0,7.5,3
ES5,ES,2.3333333333333335,Refuse to Say,,2.0,7.0,0,25.0,-8,-3.8000002,15.400001,2
ES4,ES,4.666666666666667,Valid Party Vote,0.0,5.0,1.0,0,65.0,-1,-5.799999,6.8,2
ES1,ES,0.6666666666666666,Valid Party Vote,0.0,6.0,2.0,1,33.0,-2,-3.6999998,5.6,2
ES3,ES,3.6666666666666665,Ineligible / Not Applicable,,5.0,7.0,0,44.0,-8,-2.1000004,15.5,2
ES7,ES,1.0,Ineligible / Not Applicable,,6.0,1.0,0,73.0,-7,-5.8999996,10.599999,2
ES4,ES,1.6666666666666667,Valid Party Vote,0.0,10.0,1.0,0,73.0,-1,-5.799999,6.8,2
ES6,ES,8.333333333333334,Ineligible / Not Applicable,,9.0,4.0,1,39.0,-3,-6.0,6.6000004,2
ES6,ES,7.0,Valid Party Vote,0.0,7.0,2.0,1,71.0,-3,-6.0,6.6000004,2
ES7,ES,7.0,Valid Party Vote,0.0,8.0,6.0,1,56.0,-7,-5.8999996,10.599999,2
ES1,ES,5.0,Valid Party Vote,0.0,6.0,6.0,0,23.0,-2,-3.6999998,5.6,2
ES5,ES,4.0,Ineligible / Not Applicable,,5.0,4.0,0,19.0,-8,-3.8000002,15.400001,2
ES3,ES,6.0,Ineligible / Not Applicable,,7.0,2.0,0,19.0,-8,-2.1000004,15.5,2
ES6,ES,8.333333333333334,Valid Party Vote,0.0,8.0,2.0,0,40.0,-3,-6.0,6.6000004,2
ES3,ES,3.6666666666666665,Valid Party Vote,0.0,7.0,7.0,0,63.0,-8,-2.1000004,15.5,2
ES6,ES,3.6666666666666665,Refuse to Say,,8.0,7.0,1,44.0,-3,-6.0,6.6000004,2
ES3,ES,7.0,Valid Party Vote,0.0,8.0,3.0,1,61.0,-8,-2.1000004,15.5,2
ES1,ES,2.6666666666666665,Valid Party Vote,0.0,8.0,6.0,0,51.0,-2,-3.6999998,5.6,2
ES4,ES,5.0,Refuse to Say,,9.0,7.0,0,67.0,-1,-5.799999,6.8,2
ES3,ES,2.6666666666666665,Valid Party Vote,0.0,6.0,7.0,1,59.0,-8,-2.1000004,15.5,2
ES1,ES,3.3333333333333335,Valid Party Vote,0.0,8.0,7.0,0,44.0,-2,-3.6999998,5.6,2
ES5,ES,5.0,Ineligible / Not Applicable,,5.0,2.0,1,18.0,-8,-3.8000002,15.400001,2
ES5,ES,2.6666666666666665,Valid Party Vote,0.0,4.0,2.0,1,65.0,-8,-3.8000002,15.400001,2
ES6,ES,3.3333333333333335,Valid Party Vote,0.0,5.0,7.0,1,72.0,-3,-6.0,6.6000004,2
ES4,ES,7.333333333333333,Ineligible / Not Applicable,,10.0,5.0,1,27.0,-1,-5.799999,6.8,2
ES4,ES,5.0,Ineligible / Not Applicable,,1.0,1.0,1,59.0,-1,-5.799999,6.8,2
ES1,ES,1.0,Valid Party Vote,0.0,3.0,1.0,0,74.0,-2,-3.6999998,5.6,2
ES1,ES,1.3333333333333333,Ineligible / Not Applicable,,0.0,1.0,0,44.0,-2,-3.6999998,5.6,2
ES6,ES,3.3333333333333335,Refuse to Say,,6.0,1.0,1,67.0,-3,-6.0,6.6000004,2
ES3,ES,4.0,Ineligible / Not Applicable,,5.0,7.0,1,40.0,-8,-2.1000004,15.5,2
ES3,ES,3.3333333333333335,Invalid Ballot,,5.0,6.0,1,59.0,-8,-2.1000004,15.5,2
ES1,ES,6.333333333333333,Refuse to Say,,8.0,7.0,0,37.0,-2,-3.6999998,5.6,2
ES5,ES,1.3333333333333333,Valid Party Vote,0.0,7.0,2.0,1,87.0,-8,-3.8000002,15.400001,2
ES1,ES,4.666666666666667,Refuse to Say,,7.0,3.0,1,63.0,-2,-3.6999998,5.6,2
ES4,ES,3.6666666666666665,Valid Party Vote,0.0,10.0,1.0,1,72.0,-1,-5.799999,6.8,2
ES6,ES,3.0,Valid Party Vote,0.0,8.0,3.0,1,64.0,-3,-6.0,6.6000004,2
ES4,ES,5.0,Valid Party Vote,0.0,5.0,3.0,0,19.0,-1,-5.799999,6.8,2
ES2,ES,3.0,Refuse to Say,,2.0,1.0,0,72.0,-5,-2.0,7.5,3
ES2,ES,3.3333333333333335,Valid Party Vote,0.0,5.0,6.0,1,51.0,-5,-2.0,7.5,3
ES7,ES,1.0,Valid Party Vote,0.0,3.0,2.0,0,54.0,-7,-5.8999996,10.599999,2
ES4,ES,6.333333333333333,Valid Party Vote,0.0,5.0,1.0,0,68.0,-1,-5.799999,6.8,2
ES3,ES,2.6666666666666665,Valid Party Vote,0.0,4.0,5.0,1,43.0,-8,-2.1000004,15.5,2
ES7,ES,1.6666666666666667,Valid Party Vote,0.0,2.0,7.0,1,41.0,-7,-5.8999996,10.599999,2
ES4,ES,1.0,Valid Party Vote,0.0,2.0,3.0,1,37.0,-1,-5.799999,6.8,2
ES6,ES,7.0,Refuse to Say,,5.0,5.0,0,74.0,-3,-6.0,6.6000004,2
ES4,ES,6.5,Refuse to Say,,6.0,1.0,0,80.0,-1,-5.799999,6.8,2
ES3,ES,7.0,Ineligible / Not Applicable,,9.0,7.0,1,38.0,-8,-2.1000004,15.5,2
ES2,ES,4.0,Valid Party Vote,0.0,7.0,4.0,0,19.0,-5,-2.0,7.5,3
ES5,ES,4.666666666666667,Ineligible / Not Applicable,,7.0,2.0,0,21.0,-8,-3.8000002,15.400001,2
ES6,ES,6.333333333333333,Ineligible / Not Applicable,,7.0,2.0,0,27.0,-3,-6.0,6.6000004,2
ES5,ES,6.0,Ineligible / Not Applicable,,9.0,3.0,0,27.0,-8,-3.8000002,15.400001,2
ES6,ES,2.3333333333333335,Refuse to Say,,6.0,2.0,1,57.0,-3,-6.0,6.6000004,2
ES2,ES,6.666666666666667,Ineligible / Not Applicable,,8.0,1.0,1,20.0,-5,-2.0,7.5,3
ES6,ES,3.6666666666666665,Valid Party Vote,1.0,0.0,2.0,1,,-3,-6.0,6.6000004,2
ES3,ES,8.0,Valid Party Vote,0.0,7.0,2.0,0,64.0,-8,-2.1000004,15.5,2
ES5,ES,0.0,Refuse to Say,,2.0,2.0,0,52.0,-8,-3.8000002,15.400001,2
ES4,ES,4.0,Blank Ballot,,5.0,2.0,1,63.0,-1,-5.799999,6.8,2
ES2,ES,7.0,Ineligible / Not Applicable,,8.0,3.0,1,35.0,-5,-2.0,7.5,3
ES4,ES,8.0,Refuse to Say,,4.0,5.0,0,54.0,-1,-5.799999,6.8,2
ES5,ES,7.0,Valid Party Vote,0.0,7.0,7.0,1,45.0,-8,-3.8000002,15.400001,2
ES2,ES,5.666666666666667,Ineligible / Not Applicable,,5.0,4.0,1,19.0,-5,-2.0,7.5,3
ES6,ES,8.333333333333334,Valid Party Vote,0.0,8.0,6.0,0,50.0,-3,-6.0,6.6000004,2
ES6,ES,5.666666666666667,Valid Party Vote,0.0,7.0,4.0,1,22.0,-3,-6.0,6.6000004,2
ES4,ES,7.333333333333333,Ineligible / Not Applicable,,3.0,1.0,0,16.0,-1,-5.799999,6.8,2
ES3,ES,3.3333333333333335,Valid Party Vote,0.0,5.0,1.0,1,84.0,-8,-2.1000004,15.5,2
ES3,ES,4.0,Valid Party Vote,0.0,1.0,3.0,0,64.0,-8,-2.1000004,15.5,2
ES1,ES,3.3333333333333335,Refuse to Say,,10.0,7.0,0,51.0,-2,-3.6999998,5.6,2
ES7,ES,0.0,Valid Party Vote,0.0,2.0,2.0,1,48.0,-7,-5.8999996,10.599999,2
ES5,ES,2.6666666666666665,Ineligible / Not Applicable,,3.0,6.0,0,24.0,-8,-3.8000002,15.400001,2
ES2,ES,0.3333333333333333,Valid Party Vote,1.0,5.0,2.0,0,42.0,-5,-2.0,7.5,3
ES1,ES,7.333333333333333,Valid Party Vote,0.0,7.0,7.0,0,37.0,-2,-3.6999998,5.6,2
ES4,ES,1.0,Refuse to Say,,7.0,2.0,1,60.0,-1,-5.799999,6.8,2
ES2,ES,3.6666666666666665,Valid Party Vote,0.0,8.0,2.0,1,63.0,-5,-2.0,7.5,3
ES5,ES,2.0,Don't Know,,5.0,2.0,1,33.0,-8,-3.8000002,15.400001,2
ES6,ES,7.666666666666667,Valid Party Vote,0.0,4.0,1.0,1,83.0,-3,-6.0,6.6000004,2
ES4,ES,3.3333333333333335,Don't Know,,5.0,3.0,1,20.0,-1,-5.799999,6.8,2
ES4,ES,6.0,Ineligible / Not Applicable,,,2.0,1,37.0,-1,-5.799999,6.8,2
ES3,ES,4.333333333333333,Valid Party Vote,0.0,7.0,5.0,1,47.0,-8,-2.1000004,15.5,2
ES1,ES,5.333333333333333,Ineligible / Not Applicable,,5.0,1.0,1,16.0,-2,-3.6999998,5.6,2
ES1,ES,5.0,Valid Party Vote,0.0,5.0,2.0,1,49.0,-2,-3.6999998,5.6,2
ES5,ES,3.0,Valid Party Vote,0.0,3.0,7.0,1,25.0,-8,-3.8000002,15.400001,2
ES4,ES,2.3333333333333335,Valid Party Vote,0.0,3.0,3.0,1,21.0,-1,-5.799999,6.8,2
ES2,ES,1.3333333333333333,Ineligible / Not Applicable,,7.0,4.0,1,62.0,-5,-2.0,7.5,3
ES2,ES,6.666666666666667,Valid Party Vote,0.0,5.0,6.0,1,23.0,-5,-2.0,7.5,3
ES4,ES,1.6666666666666667,Ineligible / Not Applicable,,4.0,2.0,0,32.0,-1,-5.799999,6.8,2
ES1,ES,1.6666666666666667,Valid Party Vote,0.0,4.0,3.0,0,34.0,-2,-3.6999998,5.6,2
ES3,ES,6.333333333333333,Ineligible / Not Applicable,,3.0,7.0,0,51.0,-8,-2.1000004,15.5,2
ES6,ES,0.0,Valid Party Vote,0.0,8.0,2.0,0,50.0,-3,-6.0,6.6000004,2
ES2,ES,4.0,Refuse to Say,,7.0,6.0,0,82.0,-5,-2.0,7.5,3
ES3,ES,5.0,Valid Party Vote,0.0,8.0,5.0,1,47.0,-8,-2.1000004,15.5,2
ES6,ES,1.6666666666666667,Ineligible / Not Applicable,,6.0,2.0,0,22.0,-3,-6.0,6.6000004,2
ES1,ES,5.0,Valid Party Vote,0.0,5.0,6.0,0,40.0,-2,-3.6999998,5.6,2
